record_id,redcap_survey_identifier,participant_information_sheet_informed_consent_timestamp,prolific_id,prolific_study_id,prolific_session_id,consent_01___1,consent_02___1,participant_information_sheet_informed_consent_complete,your_demographic_information_timestamp,demographics_age,demographics_sex,demographics_gender,demographics_gender_text,demographics_language,demographics_tz,demographics_occupation,attentioncheck_01,your_demographic_information_complete,template_timestamp,design_appearance,design_wearlikelihoodrating_public,design_wearlikelihoodrating_home,design_wearlikelihoodrating_work,design_wearlikelihoodrating_social,design_wearlikelihoodrating_exercise,design_wearduration,design_restrict,design_difficulty,design_check,template_complete,wrist_timestamp,design_appearance_wrist,design_wearlikelihoodrating_public_wrist,design_wearlikelihoodrating_home_wrist,design_wearlikelihoodrating_work_wrist,design_wearlikelihoodrating_social_wrist,design_wearlikelihoodrating_exercise_wrist,design_wearduration_wrist,design_restrict_wrist,design_difficulty_wrist,design_check_wrist,wrist_complete,collar_pin_timestamp,design_appearance_collarpin,design_wearlikelihoodrating_public_collarpin,design_wearlikelihoodrating_home_collarpin,design_wearlikelihoodrating_work_collarpin,attentioncheck_02,design_wearlikelihoodrating_social_collarpin,design_wearlikelihoodrating_exercise_collarpin,design_wearduration_collarpin,design_restrict_collarpin,design_difficulty_collarpin,design_check_collarpin,collar_pin_complete,glasses_timestamp,design_appearance_glasses,design_wearlikelihoodrating_public_glasses,design_wearlikelihoodrating_home_glasses,design_wearlikelihoodrating_work_glasses,design_wearlikelihoodrating_social_glasses,design_wearlikelihoodrating_exercise_glasses,design_wearduration_glasses,design_restrict_glasses,design_difficulty_glasses,design_check_glasses,glasses_complete,hat_pin_timestamp,design_appearance_glasses_hatpin,design_wearlikelihoodrating_public_glasses_hatpin,attentioncheck_03,design_wearlikelihoodrating_home_glasses_hatpin,design_wearlikelihoodrating_work_glasses_hatpin,design_wearlikelihoodrating_social_glasses_hatpin,design_wearlikelihoodrating_exercise_glasses_hatpin,design_wearduration_glasses_hatpin,design_restrict_glasses_hatpin,design_difficulty_glasses_hatpin,design_check_glasses_hatpin,hat_pin_complete,neck_loop_timestamp,design_appearance_neckloop,design_wearlikelihoodrating_public_neckloop,design_wearlikelihoodrating_home_neckloop,design_wearlikelihoodrating_work_neckloop,design_wearlikelihoodrating_social_neckloop,design_wearlikelihoodrating_exercise_neckloop,design_wearduration_neckloop,design_restrict_neckloop,design_difficulty_neckloop,design_check_neckloop,neck_loop_complete,chest_pin_timestamp,design_appearance_chestpin,design_wearlikelihoodrating_public_chestpin,design_wearlikelihoodrating_home_chestpin,design_wearlikelihoodrating_work_chestpin,design_wearlikelihoodrating_social_chestpin,design_wearlikelihoodrating_exercise_chestpin,design_wearduration_chestpin,design_restrict_chestpin,design_difficulty_chestpin,design_check_chestpin,chest_pin_complete,necklace_timestamp,design_appearance_necklace,design_wearlikelihoodrating_public_necklace,design_wearlikelihoodrating_home_necklace,design_wearlikelihoodrating_work_necklace,design_wearlikelihoodrating_social_necklace,design_wearlikelihoodrating_exercise_necklace,design_wearduration_necklace,design_restrict_necklace,design_difficulty_necklace,design_check_necklace,necklace_complete,sleeve_collar_timestamp,design_appearance_sleevecollar,design_wearlikelihoodrating_public_sleevecollar,design_wearlikelihoodrating_home_sleevecollar,design_wearlikelihoodrating_work_sleevecollar,design_wearlikelihoodrating_social_sleevecollar,design_wearlikelihoodrating_exercise_sleevecollar,design_wearduration_sleevecollar,design_restrict_sleevecollar,design_difficulty_sleevecollar,design_check_sleevecollar,sleeve_collar_complete,other_designs_timestamp,design_openended,design_feedback,other_designs_complete,completion_screen_timestamp,completion_screen_complete
96,,11.01.24 16:13,,,,1,1,2,11.01.24 16:14,29,2,1,,1,381,4,9,2,,,,,,,,,,,,0,11.01.24 16:16,4,5,5,5,5,3,7,1,"Depending on if it's waterproof or not, I'd have to take it off to wash",On the wrist,2,11.01.24 16:18,4,2,5,2,19,2,2,1,3,I would likely forget it was clipped on to my shirt and take it off at night time and forget about it,Clipped onto shirt (neck hole),2,11.01.24 16:19,4,3,4,3,2,2,1,2,"I wear glasses all of the time, I think it would weight down the glasses on one side and be quite annoying",Clipped onto glasses,2,11.01.24 16:21,4,5,4,3,3,2,3,1,1,"I don't think it would inhibit movement everyday, if it's lightweight you would probably forget it's on there",Clipped to hat,2,11.01.24 16:22,3,1,1,1,1,1,1,5,"Anything that involved general movement, if you we're to look down it would restrict movement",Around neck/on shoulders,2,11.01.24 16:23,4,2,2,2,2,1,1,1,I'd probably forget it's on there and throw it in the washing machine,clipped onto front of shirt,2,11.01.24 16:24,4,1,1,1,1,1,1,6,Any physical activity,"Around neck, worn like a necklace.",2,11.01.24 16:25,5,4,5,3,4,5,4,1,"I think if it was hot, you'd find it irritating",around bicep,2,11.01.24 16:27,"I would suggest incorporating it into Jewellery/bracelets, if it was lightweight and looked cool, it's not just a light logger, it's trendy.","I'm curious as to it's functionality, why would we need to track light patterns?",2,11.01.24 16:27,2
97,,11.01.24 16:13,,,,1,1,2,11.01.24 16:14,36,2,1,,1,381,4,9,2,,,,,,,,,,,,0,11.01.24 16:17,5,6,6,5,6,6,7,3,Using the bathroom and having a shower. It may be abit annoying when I am at the gym picking up weights. I would probably take it off before doing cardio or weight lifting. ,On the wrist,2,11.01.24 16:19,1,1,5,2,19,2,1,5,3,If I was in a meeting at work I think it would look unprofessional slightly odd if I had that on. ,on the collar ,2,11.01.24 16:21,1,1,1,1,1,1,3,2,I wouldn't wear it in a team meeting as it would look strange and wearing it outside might look comedic. ,on your glasses,2,11.01.24 16:23,2,2,4,4,1,1,1,2,5,I dont wear anything on my head indoors so I wouldn't be wearing it indoors. It looks quite uncomfortable as well and would draw negative attention to me. ,on a hat on your head,2,11.01.24 16:24,5,5,7,5,3,1,6,2,Playing with my child would be difficult as they would yank it off my top. Exercising with it that would be impossible as it would be in the way constantly  ,around the shoulders on your clothes,2,11.01.24 16:26,6,6,6,6,5,7,7,2,It would be easy to wear this around but only time it would be difficult would be exercising. I would worry I could break it with the gym equipment I use.,on your chest on your top,2,11.01.24 16:28,5,7,7,1,7,1,4,2,During work meetings it would look silly as it may look like jewellery and quite unprofessional. ,like a necklace on your chest,2,11.01.24 16:29,7,7,7,7,2,6,7,1,I think this would be easy to wear in any situation. ,on the upper arm ,2,11.01.24 16:30,Wear as a knee pad or as a ring on your finger. ,no,2,11.01.24 16:30,2
98,,11.01.24 16:14,,,,1,1,2,11.01.24 16:15,38,1,1,,1,381,3,9,2,,,,,,,,,,,,0,11.01.24 16:22,6,6,5,5,6,3,5,2,Wearing light logger can be difficult to wear at night and where there is no light. places like in the room or clubs at night.,Light logger will be best placed somewhere on the head for a better tracking result,2,11.01.24 16:25,5,6,6,6,19,6,6,5,1,In an interview and a meeting,The placement of the light logger is good enough where it is,2,11.01.24 16:28,7,7,6,6,6,6,6,1,In the bathroom,The best placement for the light logger,2,11.01.24 16:31,4,3,4,4,3,3,5,3,6,Wearing the light logger will be difficult in the office ,The placement of the light logger is quiet unattractive,2,11.01.24 16:34,5,4,6,3,4,6,4,5,At work,The placement of the light logger is not best enough for social outing and work place,2,11.01.24 16:37,7,6,7,6,6,7,6,1,It might be difficult to wear on bed or bathroom,The placement of the light logger is very good ,2,11.01.24 16:39,5,6,6,5,6,6,5,2,At home,The placement of the light logger is okay,2,11.01.24 16:41,3,3,4,2,4,6,3,6,At work and at social places,The placement of the light logger is not good enough,2,11.01.24 16:44,"Wearing a light logger on the finger as ring would be an alternative design and enable continuous wearing for everyone, at anywhere, anytime.",The light logger is a very good innovation and I'm convinced that people will love to wear it.,2,11.01.24 16:54,2
99,,11.01.24 16:14,,,,1,1,2,11.01.24 16:14,27,2,1,,1,381,4,9,2,,,,,,,,,,,,0,11.01.24 16:20,5,6,6,5,4,5,7,1,If clothing restricted the space available,On the wrist,2,11.01.24 16:22,3,2,2,1,19,1,4,1,1,In anything that has a professional setting,"By the neck, on the collar of the clothing",2,11.01.24 16:23,1,1,1,1,1,1,1,3,In everyday as it looks unprofessional and would weigh down one side of the glasses,On the arm of a pair of glasses,2,11.01.24 16:24,2,1,4,2,1,1,3,1,2,That you would have to be wearing a hat which may be uncomfortable in some weathers and situations,On the rim of a hat,2,11.01.24 16:25,3,2,3,1,1,4,1,2,If this is uncomfortable as it is hanging around the neck,Around the lower part of the neck,2,11.01.24 16:26,4,3,4,2,3,5,3,1,"If it didn't work with the clothing that I was wearing, depending on how it fixes to the clothing","worn on the chest area, attached to the clothing",2,11.01.24 16:27,4,3,4,2,3,3,1,1,If it is swinging from side to side when completing activities and moving,"around the neck, as a necklace",2,11.01.24 16:28,3,4,3,1,1,5,3,2,If it is uncomfortable around the arm and if it is too cold and extra layers of clothing are required to go over that area,on the bicep,2,11.01.24 16:29,"Perhaps a wearable piece of jewellery, such as a ring or bracelet, that looks like a regular piece of jewellery.",None,2,11.01.24 16:29,2
100,,11.01.24 16:14,,,,1,1,2,11.01.24 16:15,61,2,1,,1,381,4,9,2,,,,,,,,,,,,0,11.01.24 16:19,6,6,6,6,6,6,7,4,Sleeping,A device that will track my exposure to light,2,11.01.24 16:22,4,3,5,3,19,3,5,2,3,Work,A device that will track my exposure to light,2,11.01.24 16:23,5,4,5,3,3,5,3,3,Work,To track exposure to light,2,11.01.24 16:27,5,4,4,5,3,3,6,3,2,Work,Tracks my exposure to light in the environment,2,11.01.24 16:28,5,4,6,3,4,6,3,1,Work,Tracks my exposure to light in the environment,2,11.01.24 16:29,5,5,6,4,5,6,4,1,Work,Tracks my exposure to light in the environment,2,11.01.24 16:30,5,6,6,3,5,6,4,1,Work,Tracks my exposure to light in the environment,2,11.01.24 16:31,5,5,6,3,5,6,3,1,None,Tracks my exposure to light in the environment,2,11.01.24 16:33,"No, I think the wrist one is the best",No,2,11.01.24 16:33,2
101,,11.01.24 16:14,,,,1,1,2,11.01.24 16:23,34,1,1,,1,381,4,9,2,,,,,,,,,,,,0,11.01.24 16:26,4,3,4,3,3,5,2,2,"Showering, swimming ","On the wrist, like a watch",2,11.01.24 16:28,3,4,4,4,19,4,4,3,3,"swimming, showering, whilst running, whilst not wearing clothes",attached to the neckline of clothing,2,11.01.24 16:30,3,3,3,3,3,3,2,2,any vigorous activities and showering/swimming,glasses worn over the eyes,2,11.01.24 16:31,4,5,4,3,3,4,5,3,2,"showering/swimming, any situation where wearing a hat isn't acceptable, for example in restaurants.",on the edge of a hat on the head,2,11.01.24 16:33,2,3,3,2,2,2,1,3,would just generally be irritating to wear,around the neck,2,11.01.24 16:34,4,5,5,5,5,5,6,1,"any occasions whilst not wearing clothes, e.g. showering",chest,2,11.01.24 16:35,4,4,5,4,4,2,5,2,exercise such as running,around the neck (like a necklace),2,11.01.24 16:37,3,2,3,2,2,4,1,3,anytime wearing multiple layers of clothes,around the upper arm,2,11.01.24 16:37,a smaller more discreet bracelet design or a ring worn on a finger,no,2,11.01.24 16:38,2
102,,11.01.24 16:15,,,,1,1,2,11.01.24 16:16,38,2,1,,1,381,3,9,2,,,,,,,,,,,,0,11.01.24 16:19,5,6,6,6,6,6,6,3,OUTSIDE WHEN THE SUN IS SHINING,ON THE WRIST,2,11.01.24 16:23,3,4,4,3,19,2,4,3,4,NONE,TACKED ON THE COLLAR OF THE T-SHIRT,2,11.01.24 16:27,4,5,4,5,4,2,3,4,"SLEEPING, BATHING, ETC",THE LIGHT LOGGER IS PLACED ON THE RIGHT SIDE OF THE GLASS FRAM,2,11.01.24 16:29,2,3,4,4,2,2,4,3,4,"AT WORK PLACE, SOCIAL CONTEXT ETC",THE LIGHT LOGGER IS PINNED ON THE HAT,2,11.01.24 16:31,5,5,5,4,4,5,5,2,NONE,THE LIGHT LOGGER IS WORN ON THE NECK,2,11.01.24 16:32,5,5,6,6,5,5,7,1,NONE,THE LIGHT LOGGER IS WORN AS A CHEST PIN,2,11.01.24 16:34,6,6,6,5,5,5,7,1,NONE,THE LIGHT LOGGER IS PLACED ON THE NECK LIKE A NECKLACE,2,11.01.24 16:36,4,4,5,2,4,5,5,1,NONE,THE LIGHT LOGGER IS PLACED ON THE SLEEVE,2,11.01.24 16:39,NONE.... ALL THE DESIGNS ARE GOOD BUT I WILL CHOOSE THE WRIST DESIGN,NO,2,11.01.24 16:40,2
103,,11.01.24 16:15,,,,1,1,2,11.01.24 16:15,46,2,1,,1,381,7,9,2,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,0,,0
104,,11.01.24 16:15,,,,1,1,2,11.01.24 16:16,65,2,1,,1,381,6,9,2,,,,,,,,,,,,0,11.01.24 16:22,4,6,6,6,6,6,7,1,"During very cold weather as in this circumstance, a coat would cover the device.     ",On the wrist,2,11.01.24 16:24,4,6,6,6,19,6,6,7,1,"During cold weather, as the device would be covered.",Attached to the collar,2,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,0,,0
105,,11.01.24 16:15,,,,1,1,2,11.01.24 16:16,46,1,1,,0,381,4,9,2,,,,,,,,,,,,0,11.01.24 16:18,4,4,1,1,1,4,2,7,Pretty much anytime. My skin is sensitive to wearables ,on the wrist,2,11.01.24 16:19,1,1,1,1,19,1,4,2,7,I just don't like it ,t-shirt ,2,11.01.24 16:19,1,1,1,1,1,1,1,7,I don't use glasses or anything on my face,face,2,11.01.24 16:20,1,1,4,1,1,1,2,1,7,I don't see myself using something on a beanie,beanie / hat,2,11.01.24 16:21,1,1,1,1,1,1,1,1,I don't like anything that restricts my movements ,shoulders / shirt ,2,11.01.24 16:22,1,1,1,1,1,1,1,1,anytime,shirt chest,2,11.01.24 16:22,1,1,1,1,1,1,1,1,anytime,around the neck ,2,11.01.24 16:23,3,4,4,1,1,5,2,2,on social occasions or at work,around arm,2,11.01.24 16:24,The around around the arm seems good or less intrusive,no,2,11.01.24 16:24,2
106,,11.01.24 16:15,,,,1,1,2,11.01.24 16:16,43,2,1,,1,381,4,9,2,,,,,,,,,,,,0,11.01.24 16:18,4,2,2,2,2,2,1,2,waashing.,on the wrist,2,11.01.24 16:19,3,1,1,1,19,1,1,1,2,none,neck,2,11.01.24 16:20,1,1,1,1,1,1,1,3,wearing a hat.,side of the head.,2,11.01.24 16:22,1,1,4,1,1,1,1,1,3,all.,side of head.,2,11.01.24 16:23,2,2,2,1,2,1,1,2,reaching heights.,shoulders,2,11.01.24 16:25,4,2,2,2,2,2,1,1,none,chest,2,11.01.24 16:26,2,1,1,1,1,1,1,1,general tasks.,around the neck,2,11.01.24 16:26,1,1,1,1,1,1,1,1,wasing,arm,2,11.01.24 16:27,no,no,2,11.01.24 16:27,2
107,,11.01.24 16:16,,,,1,1,2,11.01.24 16:16,31,2,1,,1,381,4,9,2,,,,,,,,,,,,0,11.01.24 16:18,2,2,2,2,1,1,1,6,"it looks very bulky, so most of the time. the gym would be difficult as would using tools ","it is placed on the wrist, above the joint",2,11.01.24 16:19,3,3,3,3,19,2,3,2,2,swimming would be a struggle!,it seems to clip onto ones shirt below the neck,2,11.01.24 16:20,3,1,4,4,1,1,3,2,"training at the gym, driving",the logger is attached to the arms of glasses worn on the face and over the eyes,2,11.01.24 16:21,4,4,4,3,4,4,1,3,2,it is not always possible to wear a hat and I find them uncomfortable for long periods of time. I do not train or relax in hats,the logger is attached to a hat worn on the head,2,11.01.24 16:22,4,3,5,5,2,4,4,2,showering or bathing,the logger is worn around the shoulders resting on the top of the torso,2,11.01.24 16:23,5,5,5,5,5,5,7,1,not many,the logger is outfitted to the shirt of the wearer on the front of the torso,2,11.01.24 16:26,4,3,5,5,3,3,4,2,it would be difficult to exercise as it would likely bounce against ones chest ,the logger is worn as a pendant around the neck,2,11.01.24 16:27,1,1,2,2,1,1,2,6,"training at the gym this looks restrctive, in addition it would likely rub against clothing when trying to type",the logger is worn as a band around the bicep,2,11.01.24 16:27,a belt clip,no,2,11.01.24 16:27,2
108,,11.01.24 16:18,,,,1,1,2,11.01.24 16:19,28,2,1,,1,194,4,9,2,,,,,,,,,,,,0,11.01.24 16:20,3,3,4,4,2,4,2,1,"I think just practically its a bit of a waste, I'd much rather wear a smart watch on my wrist with other features",on the left wrist,2,11.01.24 16:21,2,1,3,2,19,1,1,1,1,Any social situation it looks so out of place and strange,Attached to the collar of the shirt,2,11.01.24 16:22,1,1,2,1,1,1,1,3,Any physical or social activity,Attached to the glasses,2,11.01.24 16:22,1,1,4,1,1,1,1,1,4,Anything that involves physical activity,On a hat,2,11.01.24 16:25,1,1,1,1,1,1,1,5,"Any situation, seems so cumbersome and pointless",Around the neck,2,11.01.24 16:26,3,2,5,3,2,2,3,2,Would be difficult during exercise,Pinned to shirt in chest area,2,11.01.24 16:26,1,1,1,1,1,1,1,6,Doing anything ,Like a necklace,2,11.01.24 16:29,2,2,3,1,1,1,2,3,"Exercising, in work with uniform ",Armband,2,11.01.24 16:29,No,n/a,2,,0
109,,11.01.24 16:28,,,,1,1,2,11.01.24 16:29,18,1,1,,1,381,7,9,2,,,,,,,,,,,,0,11.01.24 16:31,5,5,6,5,4,4,7,2,swimming,wrist,2,11.01.24 16:34,3,3,4,2,19,1,1,4,2,excercise,collar,2,11.01.24 16:35,1,1,3,1,1,1,3,2,In social settings,on glasses.,2,11.01.24 16:36,4,4,4,4,3,2,3,2,1,none,Hat on head.,2,11.01.24 16:38,3,1,1,1,1,1,1,4,Any situation that involves moving.,Over shoulders,2,11.01.24 16:38,5,6,5,5,5,5,7,1,none,chest.,2,11.01.24 16:39,1,1,4,1,1,1,3,1,none.,Around neck.,2,11.01.24 16:41,5,5,4,3,1,5,3,1,none.,around the arm,2,11.01.24 16:42,A little pin on the arm sleeve.,"no, thank you.",2,11.01.24 16:42,2
110,,[not completed],,,,0,0,0,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,0,,0
111,,12.01.24 12:01,,,,1,1,2,12.01.24 12:02,24,2,1,,0,291,1,9,2,,,,,,,,,,,,0,12.01.24 12:03,5,4,4,4,4,4,5,2,In washing the dishes ,on the wrist,2,12.01.24 12:05,3,2,2,2,19,2,2,2,1,The placement is weird I think that it could be suspicious for other people around me that it is a microphone or camera.,"pinned to a collar, close to the neck",2,12.01.24 12:06,3,3,3,3,3,3,2,1,"In driving a car, I don't use glasses",on my face as a glasses,2,12.01.24 12:07,3,3,4,3,3,3,3,2,1,at home I usually don't wear a beanie,on the beanie/head,2,12.01.24 12:08,3,3,3,3,3,3,2,1,in the shower,around my neck,2,12.01.24 12:10,4,4,4,4,4,3,6,3,It could be difficult in the winter when you wear many layers on it,on the pocket of the t-shirt,2,12.01.24 12:10,2,2,2,2,2,1,1,1,during some exercises,hanging on my chest,2,12.01.24 12:11,3,2,2,2,2,5,3,2,at work,around my biceps,2,12.01.24 12:12,maybe on the shoes?,not really,2,,0
112,,12.01.24 12:02,,,,1,1,2,12.01.24 12:02,25,1,1,,0,291,4,9,2,,,,,,,,,,,,0,12.01.24 12:08,3,4,5,4,2,5,6,3,Mostly during some social events. Some parties or meetings when I'd put some effort to look pretty the light logger might not work with outfit,It would be placed on the wrist,2,12.01.24 12:13,3,3,5,4,19,3,5,5,2,Social events and work - I think it might look a bit like a forgotten laundry peg,By the neck,2,12.01.24 12:21,4,5,5,5,5,4,7,1,Since these are glasses I thinik that wearing them during some excercising might be difficult since they might fall ,Face,2,12.01.24 12:31,5,5,4,2,2,3,2,3,2,Since I'd have to wear a hat to use the device I think it would be overall difficult,On the head (on hat),2,12.01.24 12:41,5,5,6,5,4,5,7,1,Some of the social activities,By the neck,2,12.01.24 12:48,4,6,6,6,5,5,7,1,Some social events or meetings,On the chest,2,12.01.24 12:51,5,6,6,6,6,6,7,1,Propably some social events with certain dresscode or during some sort of excercises,Between neck and chest,2,12.01.24 12:54,3,5,5,4,3,5,5,2,Mostly during some social events ,On the biceps,2,12.01.24 12:55,Nothing really crosses my mind right now,No,2,12.01.24 12:55,2
113,,12.01.24 12:02,,,,1,1,2,12.01.24 12:04,56,2,1,,1,168,3,9,2,,,,,,,,,,,,0,12.01.24 12:08,6,6,6,6,6,3,6,2,While lifting weights or sitting in a sauna.,I looks like a smart watch and is worn on the wrist.,2,12.01.24 12:12,6,6,6,6,19,6,3,6,3,In any situation where exercise makes it a hinderance.  Also if I have to take my shirt off.,It seems to be a clip which attaches to the collar of your shirt.,2,12.01.24 12:17,3,3,5,5,3,1,4,6,I generally only wear glasses to read.  Any time I am not reading I don't wear them.  So they would only be useful while reading.  At any other time I would have to take them off because they seem a little cumbersome.,The light logger in located on glasses which are worn on the face.,2,12.01.24 12:20,5,5,4,3,3,4,3,4,3,"It requires that you wear a hat, which I only do on cold days and mostly outdoors.  I would not wear it indoors very often which would probably defeat the purpose.",It is located on a hat and worn on the head.,2,12.01.24 12:24,6,6,7,6,6,6,6,2,Probably while I am in a reclined position or jumping around for exercise.  ,It is worn like around the neck.,2,12.01.24 12:28,7,7,7,7,6,6,6,1,Only in any activity which requires that I must remove my shirt.  Otherwise I think it would be easy to wear most of the day.,It seems to be in the form of a pin which attaches to your shirt and is worn over the chest.,2,12.01.24 12:31,6,6,7,7,6,6,6,1,While jogging it might be a little annoying to have this bouncing around.,It is worn over the chest and attached like a necklace. ,2,12.01.24 12:34,5,5,6,5,6,7,7,1,"If I am wearing layered long sleeve clothing it would have to be worn above the clothes, which could feel a little restricting.",It is an arm band worn over your arm.,2,12.01.24 12:36,"Depending on the size, the sensor, it could be worn as a ring around the finger.  ",No other comments.,2,12.01.24 12:37,2
114,,12.01.24 12:02,,,,1,1,2,12.01.24 12:03,34,1,1,,0,294,4,9,2,,,,,,,,,,,,0,12.01.24 12:06,4,5,5,5,4,5,4,1,"It looks a lot like a normal watch, so no activities come to mind, I wear a smartwatch at the gym for example, and even to sleep I've done it before.",Place it on the wrist like a watch.,2,12.01.24 12:08,4,5,6,6,19,5,3,5,2,I fear it may fall down during physical activities.,It's placed on the neckline of the shirt like a clip on accessory,2,12.01.24 12:09,2,1,1,1,1,1,1,5,"Apart from sunglasses, I don't wear glasses to see, so it would be rather difficult for me to use that logger.",Attached to the side of a pair of glasses.,2,12.01.24 12:11,3,3,4,2,2,1,1,1,1,"I mean, I only wear hats in the winter when it's really cold and I have to go outside. I don't use them inside buildings and so on. Therefore it would be difficult for me to wear that on a daily basis.",Clipped to a hat.,2,12.01.24 12:13,3,3,3,3,1,4,2,1,Nothing comes to mind.,It's placed like a collar on the top/shirt the person is wearing.,2,12.01.24 12:14,4,5,5,5,4,5,4,1,NOthing comes to mind.,Used like a brooch on a top/shirt,2,12.01.24 12:15,3,3,4,3,1,4,3,1,Nothing comes to mind,Worn like a necklace.,2,12.01.24 12:16,4,5,6,5,2,7,3,1,When taking a shower or going to sleep.,"Around the upper arm, like a band.",2,12.01.24 12:17,No,No,2,12.01.24 12:17,2
115,,12.01.24 12:02,,,,1,1,2,12.01.24 12:03,26,2,1,,0,137,4,9,2,,,,,,,,,,,,0,12.01.24 12:05,5,6,4,5,5,6,5,2,"swimming, working out",on a wrist,2,12.01.24 12:07,3,2,4,2,19,2,4,4,3,"in work, public meetings or visiting someone, because they might think it is a recording device and might make them feel unsecure","clipped to shirt, near neck",2,12.01.24 12:09,3,1,4,1,2,2,1,3,"in most of the daily activities or situations, it might also be really useless for people, who do not wear glasses. Having glasses during any sport is a difficulty.",on a side of the glasses,2,12.01.24 12:11,5,5,4,1,1,3,5,3,5,when the weather is sunny or just in no need of having someone wear a cap,on a side of a cap,2,12.01.24 12:12,6,5,4,6,6,5,5,2,"while working out, because i think it might fall down",around a neck,2,12.01.24 12:14,5,5,5,5,5,5,5,1,none,"front of a shirt, same place as pocket is used to be",2,12.01.24 12:15,6,6,6,6,7,5,7,2,maybe running,as necklace,2,12.01.24 12:16,7,7,7,7,7,7,6,1,none,upper arm,2,12.01.24 12:18,I really liked the last one - on upper hand. I believe all possible alternatives were already shown.,no,2,12.01.24 12:18,2
116,,12.01.24 12:02,,,,1,1,2,12.01.24 12:04,81,1,1,,0,291,6,9,2,,,,,,,,,,,,0,12.01.24 12:06,3,4,4,4,4,3,4,2,Nie ma takich sytuacji ,"Nie rozumiem polecenia,ale wydaje mi się że mam opisać noszenie zegarka na dłoni",2,12.01.24 12:07,5,3,5,5,19,5,5,7,1,Nie mam zdania ,Nie mam zdania ,2,12.01.24 12:07,4,4,4,3,4,5,3,4,Nie było by ,Nie mam zdania ,2,12.01.24 12:08,4,4,4,3,4,4,5,3,4,Nie mam zdania ,Nie mam zdania ,2,12.01.24 12:09,4,5,4,3,5,6,3,2,nie ma takich sytuacji ,Nie rozumiem pytania i nie mam zdania na ten temat,2,12.01.24 12:10,3,3,3,3,4,3,2,2,Nie jest trudne ,Nie mam zdania ,2,12.01.24 12:11,5,5,3,7,5,4,6,3,Nie jest trudne ,I  nie mam owego zdania na ten temat ,2,12.01.24 12:12,3,4,4,4,4,1,4,7,moim zdaniem nie ,Nie mam zdania,2,12.01.24 12:13,Nie mam takich możliwość i nie jestem na tyle kreatywna żeby coś takiego wymyśleć bądź opracować Ale moja propozycja jest następująca rejestrotor na nodze bądź udzie,Nie mam ,2,12.01.24 12:14,2
117,,12.01.24 12:03,,,,1,1,2,12.01.24 12:03,43,2,1,,0,197,4,9,2,,,,,,,,,,,,0,12.01.24 12:04,5,5,5,5,5,4,7,1,shower?,on the wrist,2,12.01.24 12:06,4,4,5,4,19,3,2,4,3,"doing sport, running, business meeting, in the summer at beach",attached shirt collar,2,12.01.24 12:07,3,2,2,2,1,3,2,3,"running, sports, business",attached to the glasses,2,12.01.24 12:08,2,2,4,4,1,1,1,2,5,"running, business hours, social context, at the beach, during warm months",pinned to the hat,2,12.01.24 12:09,4,4,4,4,3,3,3,5,"when doing sports, in social context, during business meeting",it is looped to the neck,2,12.01.24 12:10,4,5,6,5,5,5,6,1,elegant occasions,pinned to the chest on shirt,2,12.01.24 12:11,5,5,5,4,4,3,4,3,"elegant dressing, intensive sport, at the beack",as necklace,2,12.01.24 12:12,2,2,2,3,2,4,3,3,"during cold monts, situations with elegant dressing, at the beach in the summer",as sleeve collar,2,12.01.24 12:13,"nope, the best one is for sure integrating it in a smartwatch","nope, it was interesting",2,12.01.24 13:00,2
